# 本文件由 tools/convert_hsk30.ps1 生成，请勿手工编辑。
#
# 词源：HSK 3.0《国际中文教育中文水平等级标准》(GF 0025-2021) 词汇表
# 数据来源：https://github.com/ivankra/hsk30 （MIT License）
# 等级 7 代表官方标准中的「7-9 级」高级段。
# 格式：词 <TAB> 等级 <TAB> 拼音
考	1	kǎo
考试	1	kǎoshì
渴	1	kě
课	1	kè
课本	1	kèběn
课文	1	kèwén
口	1	kǒu
块	1	kuài
快	1	kuài
来	1	lái
来到	1	láidào
老	1	lǎo
老人	1	lǎorén
老师	1	lǎoshī
了	1	le
累	1	lèi
冷	1	lěng
里	1	lǐ
里边	1	lǐbian
两	1	liǎng
零	1	líng
〇	1	líng
六	1	liù
楼	1	lóu
楼上	1	lóu shàng
楼下	1	lóu xià
路	1	lù
路口	1	lùkǒu
路上	1	lùshang
妈妈	1	māma
妈	1	mā
马路	1	mǎlù
马上	1	mǎshàng
吗	1	ma
买	1	mǎi
慢	1	màn
忙	1	máng
毛	1	máo
没	1	méi
没关系	1	méi guānxi
没什么	1	méi shénme
没事儿	1	méishìr
没有	1	méiyǒu
妹妹	1	mèimei
妹	1	mèi
门	1	mén
门口	1	ménkǒu
门票	1	ménpiào
们	1	men
朋友们	1	péngyoumen
米饭	1	mǐfàn
面包	1	miànbāo
面条儿	1	miàntiáor
名字	1	míngzi
明白	1	míngbai
明年	1	míngnián
明天	1	míngtiān
拿	1	ná
哪	1	nǎ
哪里	1	nǎlǐ
哪儿	1	nǎr
哪些	1	nǎxiē
那	1	nà
那边	1	nàbiān
那里	1	nàlǐ
那儿	1	nàr
那些	1	nàxiē
奶	1	nǎi
奶奶	1	nǎinai
男	1	nán
男孩儿	1	nánháir
男朋友	1	nánpéngyou
男人	1	nánrén
男生	1	nánshēng
南	1	nán
南边	1	nánbian
难	1	nán
呢	1	ne
能	1	néng
你	1	nǐ
你们	1	nǐmen
年	1	nián
您	1	nín
牛奶	1	niúnǎi
女	1	nǚ
女儿	1	nǚ'ér
女孩儿	1	nǚháir
女朋友	1	nǚpéngyou
女人	1	nǚrén
女生	1	nǚshēng
旁边	1	pángbiān
跑	1	pǎo
朋友	1	péngyou
票	1	piào
七	1	qī
起	1	qǐ
起床	1	qǐchuáng
起来	1	qǐlái
汽车	1	qìchē
前	1	qián
前边	1	qiánbian
前天	1	qiántiān
钱	1	qián
钱包	1	qiánbāo
请	1	qǐng
请假	1	qǐngjià
请进	1	qǐng jìn
请问	1	qǐngwèn
请坐	1	qǐng zuò
球	1	qiú
去	1	qù
去年	1	qùnián
热	1	rè
人	1	rén
认识	1	rènshi
认真	1	rènzhēn
日	1	rì
日期	1	rìqī
肉	1	ròu
三	1	sān
山	1	shān
商场	1	shāngchǎng
商店	1	shāngdiàn
上	1	shàng
上班	1	shàngbān
上边	1	shàngbian
上车	1	shàng chē
上次	1	shàng cì
上课	1	shàngkè
上网	1	shàngwǎng
上午	1	shàngwǔ
上学	1	shàngxué
少	1	shǎo
谁	1	shéi
身上	1	shēnshang
身体	1	shēntǐ
什么	1	shénme
生病	1	shēngbìng
生气	1	shēngqì
生日	1	shēngrì
十	1	shí
时候	1	shíhou
时间	1	shíjiān
事	1	shì
试	1	shì
是	1	shì
是不是	1	shì bu shì
手	1	shǒu
手机	1	shǒujī
书	1	shū
书包	1	shūbāo
书店	1	shūdiàn
树	1	shù
水	1	shuǐ
水果	1	shuǐguǒ
睡	1	shuì
睡觉	1	shuìjiào
说	1	shuō
说话	1	shuōhuà
四	1	sì
送	1	sòng
岁	1	suì
他	1	tā
他们	1	tāmen
她	1	tā
她们	1	tāmen
太	1	tài
天	1	tiān
天气	1	tiānqì
听	1	tīng
听到	1	tīngdào
听见	1	tīngjiàn
听写	1	tīngxiě
同学	1	tóngxué
图书馆	1	túshūguǎn
外	1	wài
外边	1	wàibian
外国	1	wàiguó
外语	1	wàiyǔ
玩儿	1	wánr
晚	1	wǎn
晚饭	1	wǎnfàn
晚上	1	wǎnshang
网上	1	wǎng shang
网友	1	wǎngyǒu
忘	1	wàng
忘记	1	wàngjì
问	1	wèn
我	1	wǒ
我们	1	wǒmen
五	1	wǔ
午饭	1	wǔfàn
西	1	xī
西边	1	xībian
洗	1	xǐ
洗手间	1	xǐshǒujiān
喜欢	1	xǐhuan
下	1	xià
下班	1	xiàbān
下边	1	xiàbian
下车	1	xià chē
下次	1	xià cì
下课	1	xiàkè
下午	1	xiàwǔ
下雨	1	xià yǔ
先	1	xiān
先生	1	xiānsheng
现在	1	xiànzài
想	1	xiǎng
小	1	xiǎo
小孩儿	1	xiǎoháir
小姐	1	xiǎojiě
小朋友	1	xiǎopéngyǒu
小时	1	xiǎoshí
小学	1	xiǎoxué
小学生	1	xiǎoxuéshēng
笑	1	xiào
写	1	xiě
谢谢	1	xièxie
新	1	xīn
新年	1	xīnnián
星期	1	xīngqī
星期日	1	xīngqīrì
星期天	1	xīngqītiān
行	1	xíng
休息	1	xiūxi
学	1	xué
学生	1	xuéshēng
学习	1	xuéxí
学校	1	xuéxiào
学院	1	xuéyuàn
要	1	yào
爷爷	1	yéye
也	1	yě
页	1	yè
一	1	yī
衣服	1	yīfu
医生	1	yīshēng
医院	1	yīyuàn
一半	1	yībàn
一会儿	1	yīhuìr
一块儿	1	yīkuàir
一下儿	1	yīxiàr
一样	1	yīyàng
一边	1	yībiān
一点儿	1	yīdiǎnr
一起	1	yīqǐ
一些	1	yīxiē
用	1	yòng
有	1	yǒu
有的	1	yǒude
有名	1	yǒumíng
有时候	1	yǒushíhou
有时	1	yǒushí
有些	1	yǒuxiē
有一些	1	yǒuyīxiē
有用	1	yǒuyòng
右	1	yòu
右边	1	yòubian
雨	1	yǔ
元	1	yuán
远	1	yuǎn
月	1	yuè
再	1	zài
再见	1	zàijiàn
在	1	zài
在家	1	zàijiā
早	1	zǎo
早饭	1	zǎofàn
早上	1	zǎoshang
怎么	1	zěnme
站	1	zhàn
找	1	zhǎo
找到	1	zhǎodào
这	1	zhè
这边	1	zhèbiān
这里	1	zhèlǐ
这儿	1	zhèr
这些	1	zhèxiē
着	1	zhe
真	1	zhēn
真的	1	zhēn de
正	1	zhèng
正在	1	zhèngzài
知道	1	zhīdào
知识	1	zhīshi
中	1	zhōng
中国	1	Zhōngguó
中间	1	zhōngjiān
中文	1	Zhōngwén
中午	1	zhōngwǔ
中学	1	zhōngxué
中学生	1	zhōngxuéshēng
重	1	zhòng
重要	1	zhòngyào
住	1	zhù
准备	1	zhǔnbèi
桌子	1	zhuōzi
字	1	zì
子	1	zi
走	1	zǒu
走路	1	zǒulù
最	1	zuì
最好	1	zuìhǎo
最后	1	zuìhòu
昨天	1	zuótiān
左	1	zuǒ
左边	1	zuǒbian
坐	1	zuò
坐下	1	zuò xia
做	1	zuò
啊	2	a
爱情	2	àiqíng
爱人	2	àiren
安静	2	ānjìng
安全	2	ānquán
白色	2	báisè
班长	2	bānzhǎng
办	2	bàn
办法	2	bànfǎ
办公室	2	bàngōngshì
半夜	2	bànyè
帮助	2	bāngzhù
饱	2	bǎo
报名	2	bàomíng
报纸	2	bàozhǐ
北方	2	běifāng
背	2	bèi
比如	2	bǐrú
比如说	2	bǐrú shuō
笔	2	bǐ
笔记	2	bǐjì
笔记本	2	bǐjìběn
必须	2	bìxū
边	2	biān
变	2	biàn
变成	2	biànchéng
遍	2	biàn
表	2	biǎo
表示	2	biǎoshì
不错	2	bùcuò
不但	2	bùdàn
不够	2	bùgòu
不过	2	bùguò
不太	2	bù tài
不要	2	bùyào
不好意思	2	bù hǎoyìsi
不久	2	bùjiǔ
不满	2	bùmǎn
不如	2	bùrú
不少	2	bù shǎo
不同	2	bù tóng
不行	2	bùxíng
不一定	2	bùyīdìng
不一会儿	2	bù yīhuìr
部分	2	bùfen
才	2	cái
菜单	2	càidān
参观	2	cānguān
参加	2	cānjiā
草	2	cǎo
草地	2	cǎodì
层	2	céng
查	2	chá
差不多	2	chàbuduō
长	2	cháng
常见	2	cháng jiàn
常用	2	cháng yòng
场	2	chǎng
超过	2	chāoguò
超市	2	chāoshì
车辆	2	chēliàng
称	2	chēng
成	2	chéng
成绩	2	chéngjì
成为	2	chéngwéi
重复	2	chóngfù
重新	2	chóngxīn
出发	2	chūfā
出国	2	chūguó
出口	2	chūkǒu
出门	2	chūmén
出生	2	chūshēng
出现	2	chūxiàn
出院	2	chūyuàn
出租	2	chūzū
出租车	2	chūzūchē
船	2	chuán
吹	2	chuī
春节	2	Chūnjié
春天	2	chūntiān
词	2	cí
词典	2	cídiǎn
词语	2	cíyǔ
从小	2	cóngxiǎo
答应	2	dāying
打工	2	dǎgōng
打算	2	dǎsuàn
打印	2	dǎyìn
大部分	2	dàbùfen
大大	2	dàdà
大多数	2	dàduōshù
大海	2	dàhǎi
大家	2	dàjiā
大量	2	dàliàng
大门	2	dàmén
大人	2	dàren
大声	2	dà shēng
大小	2	dàxiǎo
大衣	2	dàyī
大自然	2	dàzìrán
带	2	dài
带来	2	dàilái
单位	2	dānwèi
但	2	dàn
但是	2	dànshì
蛋	2	dàn
当	2	dāng
当时	2	dāngshí
倒	2	dǎo
到处	2	dàochù
道	2	dào
道理	2	dàolǐ
道路	2	dàolù
得	2	dé
得出	2	déchū
的话	2	dehuà
灯	2	dēng
等到	2	děngdào
等于	2	děngyú
低	2	dī
地球	2	dìqiú
地铁	2	dìtiě
地铁站	2	dìtiězhàn
点头	2	diǎntóu
店	2	diàn
掉	2	diào
东北	2	dōngběi
东方	2	dōngfāng
东南	2	dōngnán
冬天	2	dōngtiān
懂	2	dǒng
懂得	2	dǒngde
动物	2	dòngwù
动物园	2	dòngwùyuán
读音	2	dúyīn
度	2	dù
短	2	duǎn
短信	2	duǎnxìn
段	2	duàn
队	2	duì
队长	2	duìzhǎng
对话	2	duìhuà
对面	2	duìmiàn
多久	2	duōjiǔ
多么	2	duōme
多数	2	duōshù
多云	2	duōyún
而且	2	érqiě
发	2	fā
发现	2	fāxiàn
饭馆	2	fànguǎn
方便	2	fāngbiàn
方便面	2	fāngbiànmiàn
方法	2	fāngfǎ
方面	2	fāngmiàn
方向	2	fāngxiàng
放下	2	fàngxia
放心	2	fàngxīn
分开	2	fēnkāi
分数	2	fēnshù
分钟	2	fēnzhōng
份	2	fèn
封	2	fēng
服务	2	fúwù
复习	2	fùxí
该	2	gāi
改	2	gǎi
改变	2	gǎibiàn
干杯	2	gānbēi
感到	2	gǎndào
感动	2	gǎndòng
感觉	2	gǎnjué
感谢	2	gǎnxiè
干活儿	2	gànhuór
刚	2	gāng
刚才	2	gāngcái
刚刚	2	gānggāng
高级	2	gāojí
高中	2	gāozhōng
个子	2	gèzi
更	2	gèng
公共汽车	2	gōnggòng qìchē
公交车	2	gōngjiāochē
公斤	2	gōngjīn
公里	2	gōnglǐ
公路	2	gōnglù
公平	2	gōngpíng
公司	2	gōngsī
公园	2	gōngyuán
狗	2	gǒu
够	2	gòu
故事	2	gùshi
故意	2	gùyì
顾客	2	gùkè
关机	2	guānjī
关心	2	guānxīn
观点	2	guāndiǎn
广场	2	guǎngchǎng
广告	2	guǎnggào
国际	2	guójì
过来	2	guòlái
过年	2	guònián
过去	2	guòqù
海	2	hǎi
海边	2	hǎi biān
喊	2	hǎn
好处	2	hǎochù
好多	2	hǎoduō
好久	2	hǎojiǔ
好人	2	hǎorén
好事	2	hǎoshì
好像	2	hǎoxiàng
合适	2	héshì
河	2	hé
黑	2	hēi
黑板	2	hēibǎn
黑色	2	hēisè
红	2	hóng
红色	2	hóngsè
后来	2	hòulái
忽然	2	hūrán
湖	2	hú
护照	2	hùzhào
花园	2	huāyuán
画	2	huà
画家	2	huàjiā
画儿	2	huàr
坏处	2	huàichù
坏人	2	huàirén
欢迎	2	huānyíng
换	2	huàn
黄	2	huáng
黄色	2	huángsè
回国	2	huí guó
活动	2	huódòng
或	2	huò
或者	2	huòzhě
机会	2	jīhuì
鸡	2	jī
级	2	jí
急	2	jí
计划	2	jìhuà
计算机	2	jìsuànjī
加	2	jiā
加油	2	jiāyóu
科学家	2	kēxuéjiā
家庭	2	jiātíng
家长	2	jiāzhǎng
假	2	jiǎ
假期	2	jiàqī
检查	2	jiǎnchá
见到	2	jiàndào
见过	2	jiànguo
件	2	jiàn
健康	2	jiànkāng
讲	2	jiǎng
讲话	2	jiǎnghuà
交	2	jiāo
交给	2	jiāo gěi
交朋友	2	jiāo péngyou
交通	2	jiāotōng
角	2	jiǎo
角度	2	jiǎodù
饺子	2	jiǎozi
脚	2	jiǎo
叫作	2	jiàozuò
教师	2	jiàoshī
教室	2	jiàoshì
教学	2	jiàoxué
教育	2	jiàoyù
接	2	jiē
接到	2	jiēdào
接受	2	jiēshòu
接下来	2	jiē xiàlái
接着	2	jiēzhe
街	2	jiē
节	2	jié
节目	2	jiémù
节日	2	jiérì
结果	2	jiéguǒ
借	2	jiè
斤	2	jīn
今后	2	jīnhòu
进入	2	jìnrù
进行	2	jìnxíng
近	2	jìn
经常	2	jīngcháng
经过	2	jīngguò
经理	2	jīnglǐ
酒	2	jiǔ
酒店	2	jiǔdiàn
就要	2	jiùyào
举	2	jǔ
举手	2	jǔshǒu
举行	2	jǔxíng
句	2	jù
句子	2	jùzi
卡	2	kǎ
开机	2	kāijī
开心	2	kāixīn
开学	2	kāixué
看法	2	kànfǎ
考生	2	kǎoshēng
靠	2	kào
科	2	kē
科学	2	kēxué
可爱	2	kě'ài
可能	2	kěnéng
可怕	2	kěpà
可是	2	kěshì
可以	2	kěyǐ
克	2	kè
刻	2	kè
客人	2	kèrén
课堂	2	kètáng
空气	2	kōngqì
哭	2	kū
快餐	2	kuàicān
快点儿	2	kuài diǎnr
快乐	2	kuàilè
快要	2	kuàiyào
筷子	2	kuàizi
拉	2	lā
来自	2	láizì
蓝	2	lán
蓝色	2	lánsè
篮球	2	lánqiú
老王	2	Lǎo Wáng
老年	2	lǎonián
老朋友	2	lǎo péngyou
老是	2	lǎoshì
离	2	lí
离开	2	líkāi
礼物	2	lǐwù
里头	2	lǐtou
理想	2	lǐxiǎng
例如	2	lìrú
例子	2	lìzi
脸	2	liǎn
练	2	liàn
练习	2	liànxí
凉	2	liáng
凉快	2	liángkuai
亮	2	liàng
辆	2	liàng
零下	2	líng xià
留	2	liú
留下	2	liúxia
留学生	2	liúxuéshēng
流	2	liú
流利	2	liúlì
流行	2	liúxíng
路边	2	lù biān
旅客	2	lǚkè
旅行	2	lǚxíng
旅游	2	lǚyóu
绿	2	lǜ
绿色	2	lǜsè
卖	2	mài
满	2	mǎn
满意	2	mǎnyì
猫	2	māo
米	2	mǐ
面	2	miàn
面前	2	miànqián
名	2	míng
名称	2	míngchēng
名单	2	míngdān
明星	2	míngxīng
目的	2	mùdì
拿出	2	náchū
拿到	2	nádào
那会儿	2	nàhuìr
那么	2	nàme
那时候	2	nà shíhou
那时	2	nà shí
那样	2	nàyàng
南方	2	nánfāng
难过	2	nánguò
难看	2	nánkàn
难受	2	nánshòu
难题	2	nántí
难听	2	nántīng
能够	2	nénggòu
年级	2	niánjí
年轻	2	niánqīng
鸟	2	niǎo
弄	2	nòng
努力	2	nǔlì
爬	2	pá
爬山	2	pá shān
怕	2	pà
排	2	pái
排队	2	páiduì
排球	2	páiqiú
碰	2	pèng
碰到	2	pèngdào
碰见	2	pèngjiàn
篇	2	piān
便宜	2	piányi
片	2	piàn
漂亮	2	piàoliang
平	2	píng
平安	2	píng'ān
平常	2	píngcháng
平等	2	píngděng
平时	2	píngshí
瓶	2	píng
瓶子	2	píngzi
普通	2	pǔtōng
普通话	2	pǔtōnghuà
其他	2	qítā
其中	2	qízhōng
骑	2	qí
骑车	2	qí chē
起飞	2	qǐfēi
气	2	qì
气温	2	qìwēn
千	2	qiān
千克	2	qiānkè
前年	2	qiánnián
墙	2	qiáng
青年	2	qīngnián
青少年	2	qīng-shàonián
轻	2	qīng
清楚	2	qīngchu
晴	2	qíng
晴天	2	qíngtiān
请客	2	qǐngkè
请求	2	qǐngqiú
秋天	2	qiūtiān
求	2	qiú
球场	2	qiúchǎng
球队	2	qiúduì
球鞋	2	qiúxié
取	2	qǔ
取得	2	qǔdé
全	2	quán
全部	2	quánbù
全国	2	quánguó
全家	2	quánjiā
全年	2	quánnián
全身	2	quánshēn
全体	2	quántǐ
然后	2	ránhòu
让	2	ràng
热情	2	rèqíng
人口	2	rénkǒu
人们	2	rénmen
人数	2	rénshù
认为	2	rènwéi
日报	2	rìbào
日子	2	rìzi
如果	2	rúguǒ
入口	2	rùkǒu
商量	2	shāngliang
商人	2	shāngrén
上周	2	shàng zhōu
少数	2	shǎoshù
少年	2	shàonián
身边	2	shēnbiān
什么样	2	shénmeyàng
生	2	shēng
生词	2	shēngcí
生活	2	shēnghuó
声音	2	shēngyīn
省	2	shěng
十分	2	shífēn
实际	2	shíjì
实习	2	shíxí
实现	2	shíxiàn
实在	2	shízài
食物	2	shíwù
使用	2	shǐyòng
市	2	shì
市长	2	shìzhǎng
事情	2	shìqing
收	2	shōu
收到	2	shōudào
收入	2	shōurù
手表	2	shǒubiǎo
受到	2	shòudào
舒服	2	shūfu
熟	2	shú
数	2	shǔ
数字	2	shùzì
水平	2	shuǐpíng
顺利	2	shùnlì
说明	2	shuōmíng
司机	2	sījī
送到	2	sòngdào
送给	2	sòng gěi
算	2	suàn
虽然	2	suīrán
随便	2	suíbiàn
随时	2	suíshí
所以	2	suǒyǐ
所有	2	suǒyǒu
它	2	tā
它们	2	tāmen
太太	2	tàitai
太阳	2	tàiyáng
态度	2	tàidù
讨论	2	tǎolùn
套	2	tào
特别	2	tèbié
特点	2	tèdiǎn
疼	2	téng
提	2	tí
提出	2	tíchū
提到	2	tídào
提高	2	tígāo
题	2	tí
体育	2	tǐyù
体育场	2	tǐyùchǎng
体育馆	2	tǐyùguǎn
天上	2	tiānshàng
条	2	tiáo
条件	2	tiáojiàn
听讲	2	tīngjiǎng
听说	2	tīngshuō
停	2	tíng
停车	2	tíngchē
停车场	2	tíngchēchǎng
挺	2	tǐng
挺好	2	tǐng hǎo
通	2	tōng
通过	2	tōngguò
通知	2	tōngzhī
同时	2	tóngshí
同事	2	tóngshì
同样	2	tóngyàng
头	2	tóu
头发	2	tóufa
图片	2	túpiàn
推	2	tuī
腿	2	tuǐ
外地	2	wàidì
外卖	2	wàimài
完	2	wán
完成	2	wánchéng
完全	2	wánquán
晚安	2	wǎn'ān
晚报	2	wǎnbào
晚餐	2	wǎncān
晚会	2	wǎnhuì
碗	2	wǎn
万	2	wàn
网	2	wǎng
网球	2	wǎngqiú
网站	2	wǎngzhàn
往	2	wǎng
为	2	wèi
为什么	2	wèi shénme
位	2	wèi
味道	2	wèidào
喂	2	wèi
温度	2	wēndù
闻	2	wén
问路	2	wènlù
问题	2	wèntí
午餐	2	wǔcān
午睡	2	wǔshuì
西北	2	xīběi
西餐	2	xīcān
西方	2	xīfāng
西南	2	xīnán
西医	2	xīyī
习惯	2	xíguàn
洗衣机	2	xǐyījī
洗澡	2	xǐzǎo
下雪	2	xià xuě
下周	2	xià zhōu
夏天	2	xiàtiān
相同	2	xiāngtóng
相信	2	xiāngxìn
响	2	xiǎng
想到	2	xiǎngdào
想法	2	xiǎngfǎ
想起	2	xiǎngqǐ
向	2	xiàng
相机	2	xiàngjī
像	2	xiàng
小王	2	Xiǎo Wáng
小声	2	xiǎo shēng
小时候	2	xiǎoshíhou
小说	2	xiǎoshuō
小心	2	xiǎoxīn
小组	2	xiǎozǔ
校园	2	xiàoyuán
校长	2	xiàozhǎng
笑话	2	xiàohua
笑话儿	2	xiàohuar
鞋	2	xié
心里	2	xīnlǐ
心情	2	xīnqíng
心中	2	xīnzhōng
新闻	2	xīnwén
信	2	xìn
信号	2	xìnhào
信息	2	xìnxī
信心	2	xìnxīn
信用卡	2	xìnyòngkǎ
星星	2	xīngxing
行动	2	xíngdòng
行人	2	xíngrén
行为	2	xíngwéi
姓	2	xìng
姓名	2	xìngmíng
休假	2	xiūjià
许多	2	xǔduō
选	2	xuǎn
学期	2	xuéqī
雪	2	xuě
颜色	2	yánsè
眼	2	yǎn
眼睛	2	yǎnjing
养	2	yǎng
样子	2	yàngzi
要求	2	yāoqiú
药	2	yào
药店	2	yàodiàn
药片	2	yàopiàn
药水	2	yàoshuǐ
也许	2	yěxǔ
夜	2	yè
夜里	2	yèlǐ
一部分	2	yī bùfen
一定	2	yīdìng
一共	2	yīgòng
一路平安	2	yīlù-píng'ān
一路顺风	2	yīlù-shùnfēng
已经	2	yǐjīng
以后	2	yǐhòu
以前	2	yǐqián
以上	2	yǐshàng
以外	2	yǐwài
以为	2	yǐwéi
以下	2	yǐxià
椅子	2	yǐzi
一般	2	yībān
一点点	2	yī diǎndiǎn
一生	2	yīshēng
一直	2	yīzhí
亿	2	yì
意见	2	yìjiàn
意思	2	yìsi
因为	2	yīnwèi
阴	2	yīn
阴天	2	yīntiān
音节	2	yīnjié
音乐	2	yīnyuè
音乐会	2	yīnyuèhuì
银行	2	yínháng
银行卡	2	yínhángkǎ
应该	2	yīnggāi
英文	2	Yīngwén
英语	2	Yīngyǔ
影片	2	yǐngpiàn
影响	2	yǐngxiǎng
永远	2	yǒngyuǎn
油	2	yóu
游客	2	yóukè
友好	2	yǒuhǎo
有空儿	2	yǒukòngr
有人	2	yǒu rén
有点儿	2	yǒudiǎnr
有一点儿	2	yǒuyīdiǎnr
有意思	2	yǒu yìsi
又	2	yòu
鱼	2	yú
语言	2	yǔyán
原来	2	yuánlái
原因	2	yuányīn
院	2	yuàn
院长	2	yuànzhǎng
院子	2	yuànzi
愿意	2	yuànyì
月份	2	yuèfèn
月亮	2	yuèliang
越	2	yuè
越来越	2	yuè lái yuè
云	2	yún
运动	2	yùndòng
咱	2	zán
咱们	2	zánmen
脏	2	zāng
早餐	2	zǎocān
早晨	2	zǎochen
早就	2	zǎo jiù
怎么办	2	zěnme bàn
怎么样	2	zěnmeyàng
怎样	2	zěnyàng
占	2	zhàn
站住	2	zhànzhù
长大	2	zhǎngdà
找出	2	zhǎochū
照顾	2	zhàogù
照片	2	zhàopiàn
照相	2	zhàoxiàng
这么	2	zhème
这时候	2	zhè shíhou
这时	2	zhè shí
这样	2	zhèyàng
真正	2	zhēnzhèng
正常	2	zhèngcháng
正好	2	zhènghǎo
正确	2	zhèngquè
正是	2	zhèngshì
直接	2	zhíjiē
只	2	zhǐ
只能	2	zhǐ néng
只要	2	zhǐyào
纸	2	zhǐ
中餐	2	zhōngcān
中级	2	zhōngjí
中年	2	zhōngnián
中小学	2	zhōng-xiǎoxué
中心	2	zhōngxīn
中医	2	zhōngyī
重点	2	zhòngdiǎn
重视	2	zhòngshì
周	2	zhōu
周末	2	zhōumò
周年	2	zhōunián
主人	2	zhǔrén
主要	2	zhǔyào
住房	2	zhùfáng
住院	2	zhùyuàn
装	2	zhuāng
准确	2	zhǔnquè
自己	2	zìjǐ
自行车	2	zìxíngchē
自由	2	zìyóu
字典	2	zìdiǎn
走过	2	zǒuguò
走进	2	zǒujìn
走开	2	zǒukāi
租	2	zū
组	2	zǔ
组成	2	zǔchéng
组长	2	zǔzhǎng
嘴	2	zuǐ
最近	2	zuìjìn
作家	2	zuòjiā
作文	2	zuòwén
作业	2	zuòyè
作用	2	zuòyòng
座	2	zuò
座位	2	zuòwèi
做到	2	zuòdào
做法	2	zuòfǎ
做饭	2	zuòfàn
爱心	3	àixīn
安排	3	ānpái
安装	3	ānzhuāng
按	3	àn
按照	3	ànzhào
把	3	bǎ
把握	3	bǎwò
白菜	3	báicài
班级	3	bānjí
搬	3	bān
搬家	3	bānjiā
板	3	bǎn
办理	3	bànlǐ
保	3	bǎo
